編號,案類,發生日期,發生時段,發生地點
1406,自行車竊盜,1071125,18~20,臺北市萬華區萬大路486巷59弄1~30號
1407,自行車竊盜,1071128,04~06,臺北市大安區住安里信義路4段1~30號
1408,自行車竊盜,1071202,14~16,臺北市內湖區文德路211~240號
1409,自行車竊盜,1071202,16~18,臺北市大安區新龍里建國南路2段123巷
1410,自行車竊盜,1071204,02~04,臺北市中山區新生北路2段68巷31~60號
1411,自行車竊盜,1071205,14~16,臺北市中山區玉門街1~30號
1412,自行車竊盜,1071205,20~22,臺北市士林區明勝里通河街91~120號
1413,自行車竊盜,1071205,20~22,臺北市士林區明勝里通河街91~120號
1414,自行車竊盜,1071205,20~22,臺北市士林區承德里承德路4段80巷(與劍潭路口)
1415,自行車竊盜,1071207,00~02,臺北市大安區龍安里和平東路1段183巷11弄
1416,自行車竊盜,1071207,04~06,臺北市萬華區康定路61~90號
1417,自行車竊盜,1071208,02~04,臺北市大同區民生西路121~150號
1418,自行車竊盜,1071208,06~08,臺北市大安區仁慈里復興南路1段301~330號
1419,自行車竊盜,1071210,12~14,臺北市大安區永康里金山南路2段31~60號
1420,自行車竊盜,1071213,22~24,臺北市信義區四育里市民大道6段211~240號
1421,自行車竊盜,1071217,18~20,臺北市北投區振華里東華街1段(石牌捷運站旁自行車停車格)
1422,自行車竊盜,1071218,12~14,臺北市信義區雙和里吳興街(台北醫學院左側腳踏車停車區)
1423,自行車竊盜,1071220,06~08,臺北市信義區三犁里松仁路241~270號
1424,自行車竊盜,1071221,00~02,臺北市松山區健康路1~30號
1425,自行車竊盜,1071223,10~12,臺北市萬華區中華路2段504巷31~60號
1426,自行車竊盜,1071223,10~12,臺北市內湖區環山路2段50巷3弄1~30號
1427,自行車竊盜,1071226,16~18,臺北市文山區萬有里9鄰景隆街91~120號
1428,自行車竊盜,1071227,00~02,臺北市內湖區康樂街48巷1~30號
1429,自行車竊盜,1071227,00~02,臺北市內湖區康樂街151巷1~30號
1430,自行車竊盜,1071228,06~08,臺北市士林區社子里延平北路6段1~30號
1431,自行車竊盜,1071229,02~04,臺北市北投區文林里文林北路211~240號
1432,自行車竊盜,1071229,06~08,臺北市文山區萬盛里興隆路1段1~30號
1433,自行車竊盜,1080103,18~20,臺北市士林區德行里福國路61~90號
1434,自行車竊盜,1080105,18~20,臺北市大同區承德路(庫倫街)
1435,自行車竊盜,1080105,20~22,臺北市信義區黎平里富陽街20巷
1436,自行車竊盜,1080109,12~14,臺北市萬華區(西門捷運1號
1437,自行車竊盜,1080110,16~18,臺北市大安區福住里新生南路2段31~60號
1438,自行車竊盜,1080112,06~08,臺北市中山區中山北路2段44巷1~30號
1439,自行車竊盜,1080112,16~18,臺北市信義區安康里松德路151~180號
1440,自行車竊盜,1080113,12~14,臺北市大同區重慶北路3段301~330號
1441,自行車竊盜,1080114,20~22,臺北市萬華區西藏路125巷1~30號
1442,自行車竊盜,1080114,20~22,臺北市萬華區西藏路125巷1~30號
1443,自行車竊盜,1080116,02~04,臺北市中正區龍光里和平西路1段151~180號
1444,自行車竊盜,1080116,12~14,臺北市北投區福興里自強街1~30號
1445,自行車竊盜,1080116,18~20,臺北市萬華區(康定路﹑長沙街口)
1446,自行車竊盜,1080120,08~10,臺北市文山區興泰里13鄰辛亥路4段121~150號
1447,自行車竊盜,1080121,10~12,臺北市信義區三張里莊敬路421~450號
1448,自行車竊盜,1080124,08~10,臺北市北投區榮華里明德路188巷1~30號
1449,自行車竊盜,1080124,10~12,臺北市信義區嘉興里嘉興街151~180號
1450,自行車竊盜,1080127,04~06,臺北市大安區臥龍里基隆路3段22巷(基隆路3段)
1451,自行車竊盜,1080127,14~16,臺北市中正區建國里公園路1~30號
1452,自行車竊盜,1080129,16~18,臺北市北投區知行路361~390號
1453,自行車竊盜,1080130,06~08,臺北市大安區義安里信義路4段211~240號
1454,自行車竊盜,1080130,14~16,臺北市內湖區新湖二路公車站牌
1455,自行車竊盜,1080204,16~18,臺北市中山區民權東路2段91~120號
1456,自行車竊盜,1080206,16~18,臺北市大安區大學里新生南路3段61~90號
1457,自行車竊盜,1080206,18~20,臺北市信義區興雅里興雅路
1458,自行車竊盜,1080207,20~22,臺北市南港區仁福里福德街421~450號
1459,自行車竊盜,1080209,06~08,臺北市松山區撫遠街389巷1~30號
1460,自行車竊盜,1080210,14~16,臺北市大安區芳和里臥龍街91~120號
1461,自行車竊盜,1080213,18~20,臺北市萬華區((青年公園2號
1462,自行車竊盜,1080214,06~08,臺北市萬華區萬大路424巷151~180號
1463,自行車竊盜,1080214,20~22,臺北市萬華區西園路2段281巷1~30號
1464,自行車竊盜,1080219,12~14,臺北市大安區學府里基隆路3段155巷(台科大研揚大樓出入口側)
1465,自行車竊盜,1080219,16~18,臺北市萬華區(萬華國中大門左側人行道)
1466,自行車竊盜,1080225,14~16,臺北市大安區學府里羅斯福路4段1~30號
1467,自行車竊盜,1080226,14~16,臺北市中正區光復里中華路1段31~60號
1468,自行車竊盜,1080227,10~12,臺北市文山區萬祥里羅斯福路5段241~270號
1469,自行車竊盜,1080228,16~18,臺北市大同區日新國小大門
1470,自行車竊盜,1080301,10~12,臺北市大安區基隆路2段241~270號
1471,自行車竊盜,1080302,04~06,臺北市內湖區成功路5段450巷1~30號
1472,自行車竊盜,1080302,12~14,臺北市松山區敦化南路1段91~120號
1473,自行車竊盜,1080302,14~16,臺北市文山區景仁里景福街1~30號
1474,自行車竊盜,1080306,14~16,臺北市文山區試院里027鄰木柵路1段103巷1~30號
1475,自行車竊盜,1080308,16~18,臺北市中山區建國北路1段121~150號
1476,自行車竊盜,1080312,06~08,臺北市中正區新營里愛國東路與杭州南路口((中正國中圍牆旁))
1477,自行車竊盜,1080312,10~12,臺北市大安區古莊里和平東路1段151~180號
1478,自行車竊盜,1080312,16~18,臺北市中山區圓山捷運站2號
1479,自行車竊盜,1080314,06~08,臺北市大安區住安里信義路4段1~30號
1480,自行車竊盜,1080314,08~10,臺北市信義區廣居里忠孝東路5段372巷1~30號
1481,自行車竊盜,1080314,08~10,臺北市松山區三民路151~180號
1482,自行車竊盜,1080314,10~12,臺北市大安區學府里基隆路4段41巷68弄(芳蘭路)
1483,自行車竊盜,1080315,14~16,臺北市南港區新富里富康街1巷16弄(口)
1484,自行車竊盜,1080315,16~18,臺北市萬華區西寧南路1~30號
1485,自行車竊盜,1080317,10~12,臺北市內湖區潭美街181~210號
1486,自行車竊盜,1080317,16~18,臺北市信義區三張里莊敬路391~420號
1487,自行車竊盜,1080319,02~04,臺北市大同區歸綏街61~90號
1488,自行車竊盜,1080320,16~18,臺北市北投區石牌里致遠一路1段1~30號
1489,自行車竊盜,1080321,00~02,臺北市大安區仁慈里信義路4段31~60號
1490,自行車竊盜,1080322,10~12,臺北市大安區民輝里仁愛路3段5巷1~30號
1491,自行車竊盜,1080325,08~10,臺北市文山區景慶里景福街121~150號
1492,自行車竊盜,1080329,16~18,臺北市內湖區內湖路1段629巷31~60號
1493,自行車竊盜,1080401,04~06,臺北市大安區龍陣里復興南路2段160巷1~30號
1494,自行車竊盜,1080402,08~10,臺北市大安區義村里復興南路1段211~240號
1495,自行車竊盜,1080404,06~08,臺北市松山區光復南路22巷(復源公園旁停車格)
1496,自行車竊盜,1080404,20~22,臺北市信義區三張里莊敬路341巷
1497,自行車竊盜,1080406,10~12,臺北市大同區大橋頭捷運站2號
1498,自行車竊盜,1080409,00~02,臺北市南港區東新里興南街52巷1~30號
1499,自行車竊盜,1080409,22~24,臺北市大安區通化里光復南路601~630號
1500,自行車竊盜,1080410,04~06,臺北市松山區八德路2段366巷13弄1~30號
1501,自行車竊盜,1080413,10~12,臺北市大安區群賢里和平東路2段265巷31~60號
1502,自行車竊盜,1080413,12~14,臺北市北投區吉慶里石牌路1段39巷36弄1~30號
1503,自行車竊盜,1080414,20~22,臺北市大安區龍生里和平東路2段91~120號
1504,自行車竊盜,1080417,10~12,臺北市中正區富水里思源街1~30號
1505,自行車竊盜,1080418,10~12,臺北市大同區中興醫院
1506,自行車竊盜,1080419,10~12,臺北市信義區永春里松山路301~330號
1507,自行車竊盜,1080419,12~14,臺北市萬華區西藏路331~360號
1508,自行車竊盜,1080419,16~18,臺北市信義區三犁里信義路5段151~180號
1509,自行車竊盜,1080419,18~20,臺北市松山區南京東路5段181~210號
1510,自行車竊盜,1080421,04~06,臺北市萬華區東園街28巷31~60號
1511,自行車竊盜,1080424,04~06,臺北市萬華區華西街30巷10弄1~30號
1512,自行車竊盜,1080424,12~14,臺北市中山區復興北路211~240號
1513,自行車竊盜,1080424,20~22,臺北市大同區承德路1段1~30號
1514,自行車竊盜,1080427,08~10,臺北市中正區東門里紹興南街1~30號
1515,自行車竊盜,1080428,14~16,臺北市大安區義村里仁愛路與建國南路口
1516,自行車竊盜,1080428,16~18,臺北市大安區和安里信義路3段147巷45弄(大安區信義路3段147巷45弄口)
1517,自行車竊盜,1080430,08~10,臺北市大安區龍圖里復興南路2段31~60號
1518,自行車竊盜,1080501,14~16,臺北市南港區新富里富康街1巷16弄(口)
1519,自行車竊盜,1080502,06~08,臺北市士林區忠誠里德行東路104巷1~30號
1520,自行車竊盜,1080504,10~12,臺北市文山區興豐里景豐街1~30號
1521,自行車竊盜,1080504,18~20,臺北市北投區裕民里明德路91~120號
1522,自行車竊盜,1080505,06~08,臺北市大安區法治里樂利路91~120號
1523,自行車竊盜,1080506,06~08,臺北市大安區錦安里麗水街1~30號
1524,自行車竊盜,1080507,14~16,臺北市大同區環河北路2段至延平北路3段間
1525,自行車竊盜,1080510,02~04,臺北市中山區中山北路3段24之1~30號
1526,自行車竊盜,1080511,16~18,臺北市萬華區和平西路3段91~120號
1527,自行車竊盜,1080511,22~24,臺北市文山區木新里029鄰木新路2段91~120號
1528,自行車竊盜,1080512,12~14,臺北市大同區錦西街52巷1~30號
1529,自行車竊盜,1080512,12~14,臺北市萬華區西園路1段121~150號
1530,自行車竊盜,1080512,20~22,臺北市士林區葫蘆里延平北路5段257巷4弄
1531,自行車竊盜,1080513,00~02,臺北市大安區義安里敦化南路2段63巷54弄1~30號
1532,自行車竊盜,1080513,16~18,臺北市北投區榮光里明德路91~120號
1533,自行車竊盜,1080514,04~06,臺北市內湖區星雲街15巷1~30號
1534,自行車竊盜,1080515,06~08,臺北市大安區誠安里復興南路1段122巷1~30號
1535,自行車竊盜,1080516,00~02,臺北市松山區南京東街4段121~150號
1536,自行車竊盜,1080518,08~10,臺北市中正區東門里(徐州路與紹興南街口)
1537,自行車竊盜,1080520,18~20,臺北市大安區義安里信義路4段181~210號
1538,自行車竊盜,1080520,18~20,臺北市南港區中南里忠孝東路7段571~600號
1539,自行車竊盜,1080521,08~10,臺北市中山區中山北路2段44巷1~30號
1540,自行車竊盜,1080521,12~14,臺北市北投區一德里大度路3段300巷1~30號
1541,自行車竊盜,1080522,06~08,臺北市士林區義信里承德路4段151~180號
1542,自行車竊盜,1080522,10~12,臺北市中正區文盛里羅斯福路3段210巷1~30號
1543,自行車竊盜,1080522,22~24,臺北市信義區吳興街156巷31~60號
1544,自行車竊盜,1080523,08~10,臺北市北投區榮光里石牌路1段181~210號
1545,自行車竊盜,1080523,18~20,臺北市中正區林興里辛亥路1段31~60號
1546,自行車竊盜,1080524,18~20,臺北市信義區景聯里信義路5段1~30號
1547,自行車竊盜,1080524,22~24,臺北市大安區永康里金山南路2段31巷31~60號
1548,自行車竊盜,1080526,02~04,臺北市中正區文盛里羅斯福路與辛亥路口
1549,自行車竊盜,1080526,22~24,臺北市大安區黎孝里安居街8巷1~30號
1550,自行車竊盜,1080527,10~12,臺北市萬華區康定路361~390號
1551,自行車竊盜,1080528,04~06,臺北市松山區光復北路1~30號
1552,自行車竊盜,1080529,20~22,臺北市大同區承德路2段91巷
1553,自行車竊盜,1080601,10~12,臺北市中正區螢圃里汀州路2段91~120號
1554,自行車竊盜,1080603,20~22,臺北市中正區廈安里中華路2段151~180號
1555,自行車竊盜,1080604,10~12,臺北市北投區裕民里明德路91~120號
1556,自行車竊盜,1080604,20~22,臺北市大同區寧夏路1~30號
1557,自行車竊盜,1080605,04~06,臺北市文山區興邦里興隆路2段211~240號
1558,自行車竊盜,1080605,12~14,臺北市萬華區德昌街147巷1~30號
1559,自行車竊盜,1080605,18~20,臺北市中山區復興北路402巷8弄
1560,自行車竊盜,1080605,18~20,臺北市北投區吉慶里石牌路1段71巷3弄1~30號
1561,自行車竊盜,1080606,06~08,臺北市大安區法治里基隆路2段181~210號
1562,自行車竊盜,1080606,16~18,臺北市文山區景仁里羅斯福路6段142巷1~30號
1563,自行車竊盜,1080606,20~22,臺北市北投區榮華里振興街31~60號
1564,自行車竊盜,1080607,16~18,臺北市萬華區(環河南路二段及和平西路三段一帶)
1565,自行車竊盜,1080608,22~24,臺北市大同區南京西路
1566,自行車竊盜,1080612,10~12,臺北市大安區龍門里(大安森林公園捷運站5號
1567,自行車竊盜,1080612,12~14,臺北市信義區中興里嘉興街31~60號
1568,自行車竊盜,1080614,20~22,臺北市大安區龍泉里泰順街16巷9~2號
1569,自行車竊盜,1080615,08~10,臺北市大安區學府里羅斯福路4段1~30號
1570,自行車竊盜,1080616,02~04,臺北市大同區迪化街2段121~150號
1571,自行車竊盜,1080616,08~10,臺北市士林區德行里中山北路5段781~810號
1572,自行車竊盜,1080617,14~16,臺北市文山區興福里4鄰景興路61~90號
1573,自行車竊盜,1080619,06~08,臺北市南港區新富里富康街1巷16弄((誠正國中旁腳踏車停車格))
1574,自行車竊盜,1080619,20~22,臺北市南港區三重里經貿二路185巷((捷運南港軟體園區站2號
1575,自行車竊盜,1080621,08~10,臺北市大同區保安街31~60號
1576,自行車竊盜,1080621,16~18,臺北市內湖區(內湖路一段737巷51弄(內湖國小)
1577,自行車竊盜,1080621,18~20,臺北市北投區八仙里三合街2段(奇岩捷運站旁自行車停放區)
1578,自行車竊盜,1080624,04~06,臺北市松山區南京東路5段61~90號
1579,自行車竊盜,1080625,06~08,臺北市萬華區(東園圖書館前)
1580,自行車竊盜,1080626,08~10,臺北市信義區富陽街55巷(內)
1581,自行車竊盜,1080628,16~18,臺北市文山區華興里011鄰木柵路1段151~180號
1582,自行車竊盜,1080629,08~10,臺北市大安區民輝里(大安區台北科技大學光華館與宏裕科技研究大)
1583,自行車竊盜,1080629,10~12,臺北市南港區舊莊里舊莊街1段151~180號
1584,自行車竊盜,1080630,04~06,臺北市大安區義村里忠孝東路3段248巷1~30號
1585,自行車竊盜,1080630,16~18,臺北市文山區樟林里031鄰光輝路1~30號
1586,自行車竊盜,1080701,12~14,臺北市大同區臺北橋下路
1587,自行車竊盜,1080703,22~24,臺北市大安區群賢里復興南路2段301~330號
1588,自行車竊盜,1080705,16~18,臺北市文山區景行里羅斯福路6段391~420號
1589,自行車竊盜,1080705,20~22,臺北市萬華區西園路2段121~150號
1590,自行車竊盜,1080706,16~18,臺北市松山區南京東街5段241~270號
1591,自行車竊盜,1080706,18~20,臺北市中正區(延平南路與寶慶路口)
1592,自行車竊盜,1080708,14~16,臺北市士林區德行里中山北路6段1~30號
1593,自行車竊盜,1080708,20~22,臺北市信義區松光里松山路451~480號
1594,自行車竊盜,1080709,12~14,臺北市中山區民生東路1段61~90號
1595,自行車竊盜,1080711,10~12,臺北市信義區松隆里松山路465巷14弄
1596,自行車竊盜,1080712,14~16,臺北市大安區黎和里(麟光捷運站腳踏車停放區)
1597,自行車竊盜,1080714,08~10,臺北市信義區六合里松仁路271~300號
1598,自行車竊盜,1080714,12~14,臺北市南港區合成里忠孝東路6段1~30號
1599,自行車竊盜,1080714,20~22,臺北市北投區一德里大度路3段296巷(關渡捷運站一號
1600,自行車竊盜,1080715,08~10,臺北市文山區興泰里興隆路2段271~300號
1601,自行車竊盜,1080716,02~04,臺北市信義區大道里大道路28巷1~30號
1602,自行車竊盜,1080716,04~06,臺北市信義區大道里林口路91~120號
1603,自行車竊盜,1080716,06~08,臺北市大同區蘭州街91~120號
1604,自行車竊盜,1080716,06~08,臺北市信義區國業里虎林街232巷31~60號
1605,自行車竊盜,1080716,22~24,臺北市士林區明勝里中山北路5段61~90號
1606,自行車竊盜,1080717,02~04,臺北市大同區重慶北路3段243巷1~30號
1607,自行車竊盜,1080718,06~08,臺北市大安區光武里復興南路1段151~180號
1608,自行車竊盜,1080719,12~14,臺北市大安區黎孝里和平東路3段241~270號
1609,自行車竊盜,1080719,14~16,臺北市中正區富水里汀州路3段60巷2弄1~30號
1610,自行車竊盜,1080720,00~02,臺北市內湖區環山路二段91~120號
1611,自行車竊盜,1080721,00~02,臺北市信義區永春里中坡北路1~30號
1612,自行車竊盜,1080721,02~04,臺北市信義區永吉里永吉路443巷1~30號
1613,自行車竊盜,1080722,16~18,臺北市大安區新龍里建國南路2段121~150號
1614,自行車竊盜,1080724,10~12,臺北市文山區景行里景文街(景中街口)
1615,自行車竊盜,1080724,22~24,臺北市信義區虎林街164巷1~30號
1616,自行車竊盜,1080727,06~08,臺北市大安區芳和里基隆路2段241~270號
1617,自行車竊盜,1080727,16~18,臺北市萬華區忠貞里萬青街121~150號
1618,自行車竊盜,1080728,06~08,臺北市信義區信義路6段91~120號
1619,自行車竊盜,1080729,00~02,臺北市士林區劍潭路1~30號
1620,自行車竊盜,1080729,14~16,臺北市北投區智仁里中和街481~510號
1621,自行車竊盜,1080729,16~18,臺北市大安區龍圖里復興南路2段1~30號
1622,自行車竊盜,1080730,16~18,臺北市萬華區(青年公園內)
1623,自行車竊盜,1080801,04~06,臺北市松山區延壽街330巷17弄1~30號
1624,自行車竊盜,1080802,12~14,臺北市北投區大同里北投路2段1~30號
1625,自行車竊盜,1080803,00~02,臺北市中正區南福里羅斯福路2段31~60號
1626,自行車竊盜,1080803,06~08,臺北市萬華區西寧南路82巷(對面紅樓廣場)
1627,自行車竊盜,1080803,10~12,臺北市內湖區(成功路五段1~30號
1628,自行車竊盜,1080804,14~16,臺北市信義區新仁里忠孝東路4段553巷(腳踏車格)
1629,自行車竊盜,1080804,22~24,臺北市大同區延平北路2段211~240號
1630,自行車竊盜,1080805,18~20,臺北市大同區酒泉街91~120號
1631,自行車竊盜,1080805,22~24,臺北市大同區延平北路1段31~60號
1632,自行車竊盜,1080806,22~24,臺北市中山區新生北路2段149巷31~60號
1633,自行車竊盜,1080807,08~10,臺北市大同區民權西路151~180號
1634,自行車竊盜,1080807,12~14,臺北市內湖區內湖路1段271~300號
1635,自行車竊盜,1080809,14~16,臺北市中山區中山北路2段27巷1~30號
1636,自行車竊盜,1080810,12~14,臺北市中正區梅花里林森北路5巷
1637,自行車竊盜,1080810,20~22,臺北市大安區敦煌里信義路4段241~270號
1638,自行車竊盜,1080811,04~06,臺北市大同區承德路3段181~210號
1639,自行車竊盜,1080812,02~04,臺北市信義區黎順里崇德街31~60號
1640,自行車竊盜,1080812,22~24,臺北市松山區光復北路190巷1~30號
1641,自行車竊盜,1080814,12~14,臺北市中正區南門里愛國西路1~30號
1642,自行車竊盜,1080814,16~18,臺北市北投區東華里東華街2段301~330號
1643,自行車竊盜,1080815,04~06,臺北市信義區中坡北路1~30號
1644,自行車竊盜,1080816,14~16,臺北市內湖區康寧路3段211~240號
1645,自行車竊盜,1080817,04~06,臺北市信義區中坡里福德街181~210號
1646,自行車竊盜,1080820,06~08,臺北市南港區南港里興中路28巷1~30號
1647,自行車竊盜,1080820,08~10,臺北市南港區南港里興華路61~90號
1648,自行車竊盜,1080820,08~10,臺北市文山區興豐里1鄰興隆路1段181巷1~30號
1649,自行車竊盜,1080820,14~16,臺北市大安區臥龍里辛亥路3段31~60號
1650,自行車竊盜,1080820,16~18,臺北市松山區民生東路3段(慶城街口)
1651,自行車竊盜,1080821,08~10,臺北市士林區三玉里忠誠路2段31~60號
1652,自行車竊盜,1080821,22~24,臺北市大安區光明里信義路2段61~90號
1653,自行車竊盜,1080824,02~04,臺北市信義區景新里吳興街91~120號
1654,自行車竊盜,1080824,06~08,臺北市北投區立農里立農街1段361~390號
1655,自行車竊盜,1080824,08~10,臺北市大同區大橋頭捷運站1號
1656,自行車竊盜,1080825,02~04,臺北市大安區敦安里仁愛路4段112巷1~30號
1657,自行車竊盜,1080825,08~10,臺北市信義區中行里福德街254巷14弄(口(夫妻樹三角公園))
1658,自行車竊盜,1080829,20~22,臺北市大安區錦安里金山南路2段231巷1~30號
1659,自行車竊盜,1080829,22~24,臺北市信義區永吉路30巷118弄(口)
1660,自行車竊盜,1080830,10~12,臺北市北投區榮光里西安街1段301~330號
1661,自行車竊盜,1080901,00~02,臺北市大同區承德路1段69巷30樓
1662,自行車竊盜,1080902,04~06,臺北市萬華區華西街(廣州街)
1663,自行車竊盜,1080903,02~04,臺北市大安區通化里文昌街248之1~30號
1664,自行車竊盜,1080903,08~10,臺北市大安區古莊里羅斯福路2段81巷
1665,自行車竊盜,1080903,16~18,臺北市北投區立農里西安街2段331~360號
1666,自行車竊盜,1080904,14~16,臺北市大同區民生西路31~60號
1667,自行車竊盜,1080905,04~06,臺北市信義區國業里信義路6段121~150號
1668,自行車竊盜,1080905,16~18,臺北市大安區黎和里富陽街163巷1~30號
1669,自行車竊盜,1080905,22~24,臺北市中山區中山區松江路與農安街路口東南角腳踏車停車
1670,自行車竊盜,1080906,14~16,臺北市內湖區金湖路391~420號
1671,自行車竊盜,1080908,08~10,臺北市南港區聯成里忠孝東路6段188巷1~30號
1672,自行車竊盜,1080909,16~18,臺北市大安區民輝里八德路2段1~30號
1673,自行車竊盜,1080909,16~18,臺北市中山區中山區中山國小捷運站4號
1674,自行車竊盜,1080909,18~20,臺北市中正區南門里廣州街1~30號
1675,自行車竊盜,1080910,00~02,臺北市大同區民生西路241~270號
1676,自行車竊盜,1080912,06~08,臺北市大安區黎和里和平東路3段346巷1~30號
1677,自行車竊盜,1080912,16~18,臺北市士林區芝山里士東路266巷15弄1~30號
1678,自行車竊盜,1080914,04~06,臺北市大同區承德路2段1巷31~60號
1679,自行車竊盜,1080914,06~08,臺北市中山區中山區中山北路二段1~30號
1680,自行車竊盜,1080914,14~16,臺北市內湖區成功路4段(內湖捷運站2號
1681,自行車竊盜,1080915,08~10,臺北市松山區光復南路22巷31~60號
1682,自行車竊盜,1080916,06~08,臺北市信義區永吉里松隆路331~360號
1683,自行車竊盜,1080917,06~08,臺北市萬華區(龍山寺捷運站2號
1684,自行車竊盜,1080918,10~12,臺北市北投區榮光里西安街1段301~330號
1685,自行車竊盜,1080921,12~14,臺北市信義區富台里忠孝東路5段271~300號
1686,自行車竊盜,1080922,10~12,臺北市信義區興隆里忠孝東路4段(國館外人行道上)
1687,自行車竊盜,1080922,12~14,臺北市北投區裕民里東陽街451~480號
1688,自行車竊盜,1080923,22~24,臺北市南港區(捷運南港展覽館站5號
1689,自行車竊盜,1080924,02~04,臺北市萬華區東園街73巷91~120號
1690,自行車竊盜,1080925,16~18,臺北市士林區福林里福林路241~270號
1691,自行車竊盜,1080926,16~18,臺北市文山區興福里景興路61~90號
1692,自行車竊盜,1080927,22~24,臺北市文山區景慶里景福街242巷1~30號
1693,自行車竊盜,1080929,04~06,臺北市文山區興家里21鄰興隆路3段241~270號
1694,自行車竊盜,1080930,02~04,臺北市大同區迪化街1段211~240號
1695,自行車竊盜,1080930,20~22,臺北市信義區興雅里基隆路1段147巷1~30號
1696,自行車竊盜,1081002,06~08,臺北市南港區西新里南港路3段80巷31~60號
1697,自行車竊盜,1081002,10~12,臺北市文山區興業里6鄰興隆路2段211~240號
1698,自行車竊盜,1081003,08~10,臺北市士林區德行里福華路121~150號
1699,自行車竊盜,1081005,02~04,臺北市中正區忠孝東路1段70巷
1700,自行車竊盜,1081005,08~10,臺北市大同區大龍街79巷1~30號
1701,自行車竊盜,1081005,10~12,臺北市松山區敦化北路181~210號
1702,自行車竊盜,1081005,16~18,臺北市中山區中山區圓山捷運站2號
1703,自行車竊盜,1081006,08~10,臺北市中山區松江路124巷1~30號
1704,自行車竊盜,1081006,12~14,臺北市士林區富洲里延平北路8段132巷2弄1~30號
1705,自行車竊盜,1081007,20~22,臺北市內湖區金龍路13巷1~30號
1706,自行車竊盜,1081010,00~02,臺北市大同區承德路3段191巷1~30號
1707,自行車竊盜,1081010,00~02,臺北市大同區大龍街91巷1~30號
1708,自行車竊盜,1081010,00~02,臺北市大安區學府里基隆路3段61~90號
1709,自行車竊盜,1081010,00~02,臺北市文山區興安里興隆路2段130巷1~30號
1710,自行車竊盜,1081010,00~02,臺北市大同區承德路3段122巷1~30號
1711,自行車竊盜,1081011,02~04,臺北市大安區德安里敦化南路1段331~360號
1712,自行車竊盜,1081011,18~20,臺北市大安區誠安里忠孝東路3段251巷6弄3~1號
1713,自行車竊盜,1081014,00~02,臺北市大安區通化夜市附近
1714,自行車竊盜,1081014,08~10,臺北市大安區學府里芳蘭路61~90號
1715,自行車竊盜,1081015,00~02,臺北市文山區樟樹里012鄰興隆路4段96巷4弄1~30號
1716,自行車竊盜,1081015,02~04,臺北市萬華區東園街66巷53弄31~60號
1717,自行車竊盜,1081015,10~12,臺北市文山區萬盛里羅斯福路5段91~120號
1718,自行車竊盜,1081017,00~02,臺北市萬華區三水街61~90號
1719,自行車竊盜,1081017,16~18,臺北市大安區群英里和平東路2段311巷31~60號
1720,自行車竊盜,1081017,18~20,臺北市內湖區內湖路1段629巷31~60號
1721,自行車竊盜,1081018,12~14,臺北市內湖區內湖路1段629巷31~60號
1722,自行車竊盜,1081018,16~18,臺北市士林區名山里至誠路2段31~60號
1723,自行車竊盜,1081019,14~16,臺北市北投區開明里開明路36巷
1724,自行車竊盜,1081024,10~12,臺北市信義區永吉里松山路119巷1弄1~30號
1725,自行車竊盜,1081024,14~16,臺北市萬華區成都路27巷1~30號
1726,自行車竊盜,1081024,20~22,臺北市南港區萬福里同德路1~30號
1727,自行車竊盜,1081025,12~14,臺北市北投區清江里清江路31~60號
1728,自行車竊盜,1081026,14~16,臺北市文山區興泰里辛亥路4段121~150號
1729,自行車竊盜,1081028,00~02,臺北市內湖區(內湖區新明路121~150號
1730,自行車竊盜,1081028,04~06,臺北市大安區通化里文昌街278巷1~30號
1731,自行車竊盜,1081029,10~12,臺北市萬華區西園路1段31~60號
1732,自行車竊盜,1081029,12~14,臺北市南港區南港里興中路(側之自行車停車格)
1733,自行車竊盜,1081031,14~16,臺北市中正區南門里延平南路151~180號
1734,自行車竊盜,1081101,20~22,臺北市大同區南京西路與承德路交岔口(日新國小)
1735,自行車竊盜,1081106,08~10,臺北市萬華區西園路1段211~240號
1736,自行車竊盜,1081106,22~24,臺北市松山區撫遠街379巷1~30號
1737,自行車竊盜,1081107,18~20,臺北市北投區東華街2段301~330號
1738,自行車竊盜,1081108,12~14,臺北市中山區中山區中山北路二段44巷1~30號
1739,自行車竊盜,1081109,16~18,臺北市信義區三張里莊敬路391巷
1740,自行車竊盜,1081112,06~08,臺北市文山區萬有里興隆路1段211~240號
1741,自行車竊盜,1081112,08~10,臺北市信義區雙和里吳興街284巷20弄
1742,自行車竊盜,1081113,02~04,臺北市南港區中研里研究路2段70巷1~30號
1743,自行車竊盜,1081114,14~16,臺北市大同區民樂街61~90號
1744,自行車竊盜,1081114,20~22,臺北市中正區光復里中華路1段31~60號
1745,自行車竊盜,1081115,06~08,臺北市大同區民族西路211~240號
1746,自行車竊盜,1081115,16~18,臺北市大安區福住里永康街17巷28~1號
1747,自行車竊盜,1081119,04~06,臺北市大同區迪化街244巷1~30號
1748,自行車竊盜,1081120,02~04,臺北市南港區南港里南港路路1段171巷28弄1~30號
1749,自行車竊盜,1081122,08~10,臺北市信義區雙和里吳興街260巷((台北醫學院後方停車棚))
1750,自行車竊盜,1081122,22~24,臺北市大安區永康里信義路2段151~180號
1751,自行車竊盜,1081124,16~18,臺北市大安區義村里仁愛路3段1~30號
